"# 文本key","文本value"
"Tips_208","You don't have your own Beast Fence..."
"Tips_209","Snakes, martens, and eagles forbidden..."
"Tips_210","Beast Fence full. Cannot corral."
"Tips_211","This item cannot be placed in the hotbar!"
"Tips_212","Horses holding carriages cannot be kept in captivity"
"Tips_213","You have become the new sect Chief of {0}!"
"Tips_214","Because the news that you killed {0} was spread, your reputation in {1} was {2} lost to {3}!"
"Tips_215","Distribute monthly bills to sect members, totaling {0} money!"
"Tips_216","You are currently unable to participate, please participate when you are ready!"
"Tips_217","There are not enough people to start the Kungfu Contest!"
"Tips_218","Cannot summon in martial arts competitions"
"Tips_219","Not enough money, eat something else"
"Tips_220","Out of order range."
"Tips_221","You haven't chosen a member to execute the order."
"Tips_222","You cannot interact with this target in Order mode."
"Tips_223","You cannot issue orders when you're incapacitated."
"Tips_224","Please place all Facilities."
"Tips_225","Their Affinity toward you is less than {0}. Cannot team up."
"Tips_226","Not enough points."
"Tips_227","Cap exceeded after adding points."
"Tips_228","Fortune favors the devoted mind. <TipKey>「Seeking a child」</> successful!"
"Tips_229","They don’t have any more Quests. Come back later!"
"Tips_230","You haven't teamed up. You can't share a bed and dreams."
"Tips_231","There’s someone in bed. You can’t share a bed and dreams."
"Tips_232","Please mount the horse."
"Tips_233","Must be refitted into Carriage."
"Tips_234","{0} has left the team."
"Tips_235","Exceeded max participants for duel!"
"Tips_236","You're no longer the Master of {0} Sect and can't dispatch disciples to the duel."
"Tips_237","The participating sect has disbanded. Cannot join duel."
"Tips_238","Not enough resources in the Warehouse. Cannot expand territory. Current expansion requires: {0}"
"Tips_239","Only the Master can perform this action."
"Tips_240","Target hasn't learned Leechcraft."
"Tips_241","Pet corralled. Cannot perform action. "
"Tips_242","You already have a sect and cannot create a new one."
"Tips_244","Their Spirits are too low. Cannot teach them."
"Tips_245","The current school already exists. Please choose another name."
"Tips_246","This lot doesn't belong to the sect offering the tribute. Select another lot."
"Tips_247","Compelled by your sect's formidable power, {0} contributed myriad resources to your warehouse. Influence Relations -30."
"Tips_248","You've started training a Kungfu school (view in Manage Disciples)"
"Tips_249","There are no disciples in the sect. Cannot expand lot."
"Tips_250","You haven't selected disciples to expand the lot."
"Tips_251","Verbal Duel <TipKey>「{0}」</> unlocked"
"Tips_252","Trade resources delivered to Warehouse"
"Tips_253","Please join the martial arts first, and ask the head to ask about the flow of martial arts."
"Tips_254","There is no genre martial arts that are currently being cultivated, please ask the current martial arts to ask for martial arts."
"Tips_255","The current identity is the head, and you have mastered all martial arts in this school."
"Tips_256","The genre martial arts of the current martial arts"
"Tips_257","The state of mind is too low, you can't launch a mouth gun!"
"Tips_258","Your eight -faced black bird identity has been promoted to {0}"
"Tips_259","Throughout the ages, there was only one official who could replace him if he successfully killed him!"
"Tips_260","The target has died and cannot be changed"
"Tips_261","{0} has died, the disguise has expired"
"Tips_262","Your disguise has been detected and has expired."
"Tips_263","Be imprisoned, unable to use this function"
"Tips_264","Insufficient medical skills, you can't treat you <TIPKEY> {0} </>"
"Tips_265","The opponent's medical skills are not full, and you can't pick up your baby"
"Tips_266","Lack of baby props in the backpack, you can't connect your baby"
"Tips_267","Your big guard identity has been promoted to {0}"
"Tips_268","The prestige of the dynasty has not met the standard and cannot be promoted"
"Tips_269","Insufficient official silver, not promoting"
"Tips_270","Your sin value {0} {1}"
"Tips_271","It seems to take effect between 10pm and 4am"
"Tips_272","The height is not enough, it doesn't seem to have much effect. You can try going to a higher place."
"Tips_273","You pick up the assassination order, you need to kill {0} within 10 days "
"Tips_274","Successful use: {0}"
"Tips_275","The assassination order of {0}"
"Tips_276","Successfully sends a preview of death to {0}"
"Tips_277","Insufficient blood money, not promoting"
"Tips_278","Successful exchange, please check in the package"
"Tips_1000","Quest accepted!"
"Tips_1001","Quest completed!"
"Tips_1002","Quest incomplete!"
"Tips_1003","Quest incomplete! {0} 「{1}」 built"
"Tips_2000","You failed to acquire 「{0}」"
"Tips_3000","<TipKey>「{0}」</> doesn’t want to teach 「better Relation required」"
"Tips_3001","<TipKey>「{0}」</> doesn’t want to teach 「better Attitude required」"
"Decoration_Tree_Song","「Pine」"
"Decoration_Tree_Mei","「Plum Tree」"
"Decoration_Tree_Zhu","「Bamboo」"
"Decoration_Tree_Tao","「Peach Tree」"
"Decoration_Tree_Feng","「Maple」"
"Decoration_Tree_Hu","「Aspen」"
"Decoration_StoneMine","「Poor Mine」"
"Decoration_IronMine","「Rich Mine」"
"Decoration_CopperMine","「Rare Mine」"
"Decoration_SilverMine","「Ice Mine」"
"Decoration_GanCao","「Licorice」"
"Decoration_SanQi","「San Qi」"
"Decoration_LanlingCao","「May-lily」"
"Decoration_XueXianCao","「Snowfairy Lily」"
"Decoration_DuanChangCao","「Heartbreak Grass」"
"Decoration_ZuiXianCao","「Drunken Grass」"
"Decoration_YeShengZhuMa","「Wild Ramie」"
"Decoration_Other_1","「Spring」"
"Decoration_Other_2","「Furnace」"
"Decoration_Other_3","「Lamp」"
"Decoration_Other_4","「Censer」"
"Decoration_Other_5","「Bamboo Mat」"
"Decoration_Other_6","「Cage」"
"Decoration_Other_7","「Bonfire」"
"Decoration_Other_8","「Dummy」"
"Decoration_Other_9","「Crucible」"
"Decoration_Other_10","「Weapon Shelf」"
"Decoration_Other_11","「Wine Shelf」"
"Decoration_Other_12","「Bar for 4」"
"Decoration_Other_13","「Bar for 2」"
"Decoration_Other_14","「Zheng」"
"Decoration_Other_15","「Wooden Bed」"
"Decoration_150022","「Guard Camp wooden bed」"
"Decoration_Other_16","「Well」"
"Decoration_Other_17","「Potion Shelf」"
"Decoration_Other_18","「Sickbed」"
"Decoration_Other_19","「Counter」"
"Decoration_Other_20","「Grocery Cabinet」"
"Decoration_Other_21","「Hanger」"
"Decoration_Other_22","「Wood Crate」"
"Decoration_Other_23","「Throne」"
"Decoration_150030","「Savings」"
"Decoration_150032","「Guard chair」"
"Decoration_150033","「Guard Camp Light」"
"Decoration_150036","「Guard Battalion High Platform」"
"Decoration_Other_24","「City Guardian」"
"Decoration_Other_25","「Loom」"
"Decoration_Other_26","「Stable」"
"Decoration_Other_27","「Farmland」"
"Decoration_Other_28","「Quarry」"
"Decoration_Other_29","「Shack」"
"Decoration_Other_30","「Bulletin Board」"
"Decoration_Other_31","「Bookcase」"
"Decoration_Other_32","「Archer Tower」"
"Decoration_Other_33","「Foundation」"
"Decoration_Other_34","「Foundation」"
"Decoration_Other_35","「Foundation」"
"Decoration_Other_36","「Mechanism Shelf」"
"Decoration_Other_37","「Gate」"
"Decoration_Other_37_1","「Locked Door」"
"Decoration_Other_42","「Enlightenment Stone」"
"Decoration_Other_48","「Hidden Casket」"
"Decoration_Other_52","「Stone Bridge」"
"Decoration_Other_53","「Battle Flag」"
"Decoration_Other_55","「Temporary Cargo Ship」"
"Decoration_Other_56","「Chest」"
"Decoration_Other_57","「Tomb」"
"Decoration_Other_100","「Langya Pavilion Signage」"
"Decoration_Other_101","「Stable Signage」"
"Decoration_Other_102","「Fabric Shop Signage」"
"Decoration_Other_103","「Tavern Signage」"
"Decoration_Other_104","「Music House Signage」"
"Decoration_Other_105","「Spring Signage」"
"Decoration_Other_106","「Clinic Signage」"
"Decoration_Other_107","「Smithy Signage」"
"Decoration_Other_108","「Party Flag」"
"Decoration_Other_150041","「Lost Belonging」"
"Decoration_Other_150044","「Dragon Worm」"
"Decoration_Other_150047","「Treasure」"
"Decoration_On_Lock","「Locked」"
"Decoration_Un_Lock","「Unlocked」"
"Decoration_Jingji","「Brambles」"
"Decoration_Other_151010","「Carriage」"
"Decoration_150090","「Black list」"
"Decoration_150091","「Blood List Stele」"
"Decoration_150091_sp","「A huge rock」"
"Decoration_150092","「Mystery Stele」"
"Decoration_150093","「Mysterious box」"
"Decoration_150094","「Eight -faced black sparrow box」"
"Decoration_151021","「Courtyard Wall」"
"Decoration_151022","「Courtyard Corner」"
"Decoration_151023","「Courtyard Gate」"
"Decoration_151024","「Farmland」"
"Decoration_151025","「Fence」"
"Decoration_151026","「Spiked fence」"
"Decoration_151027","「Steps」"
"Decoration_151028","「Beast Fence」"
"Decoration_151029","「Pillar」"
"Decoration_151030","「Mountain Gate 1」"
"Decoration_151031","「Mountain Gate 2」"
"Decoration_151032","「Mountain Gate 3」"
"Decoration_151033","「Mountain Gate 4」"
"Decoration_151034","「Stone Steps」"
"Decoration_151035","「City Wall Corner」"
"Decoration_151036","「City Wall」"
"Decoration_151037","「Stone Courtyard Corner」"
"Decoration_151038","「Stone Courtyard Wall」"
"Decoration_151039","「Stone Courtyard Turret」"
"Decoration_151040","「Foundation Flagstone」"
"Decoration_151041","「Foundation Flagstone Edge」"
"Decoration_151042","「Foundation Flagstone Corner」"
"Decoration_151043","「Foundation Steps」"
"Decoration_151044","「Screen」"
"Decoration_151047","「Firecrackers」"
"Decoration_151048","「Big screen」"
"Decoration_150084","「Fish Shoal」"
"Decoration_160012","「Torture」"
"Decoration_160013","「Guillotine」"
"Equip_None_Head","No Hats"
"Equip_None_Body","No Clothes"
"Equip_None_Weapon","No Weapons"
"Equip_None_Hidden_Weapon","No Concealed Weapons"
"Equip_None_Pants","No Pants"
"Equip_Detail","Gear Details"
"Equip_All_Head","All\\nHats"
"Equip_All_Body","All\\nClothes"
"Equip_All_Arm","All\\nPants"
"Equip_All_Hand","All\\nWeapons"
"Equip_All_Weapon","All\\nConcealed Weapons"
"Equip_All_Hidden_Weapon","All\\n? ?"
"Equip_All_Leg","All\\n? ?"
"Equip_All_Foot","All\\n? ?"
"Equip_All","All\\nGear"
"Equip_Info","Character Gear"
"Equip_Cur_Equip","Current Gear"
"Equip_Prop_Info","Character"
"Equip_Destiny_Info","Karma"
"Equip_Rarity_0","Crude"
"Equip_Rarity_1","Refined"
"Equip_Rarity_2","Legendary"
"Craft_Rarity_Desc","Crude {0}% Refined {1}% Legendary {2}%"
"Equip_On_Part_0","<JingTong_1>Headwear</>"
"Equip_On_Part_1","<JingTong_1>Topwear</>"
"Equip_On_Part_2","<JingTong_1>Bottomwear</>"
"Equip_On_Part_3","<JingTong_1>Backwear</>"
"Equip_On_Part_4","<JingTong_1>Carry</>"
"Equip_On_No_Part","Rags"
"World_Equip_Part_0","Hat: {0}"
"World_Equip_Part_1","Wear: {0}"
"World_Equip_Part_2","Pants: {0}"
"World_Equip_Part_3","WPN: {0}"
"World_Equip_Part_4","CWPN: {0}"
"Equip_Name_60001","「Hairband」"
"Equip_Name_60002","「Hawk Hat」"
"Equip_Name_60003","「Green Silk Hat」"
"Equip_Name_60004","「Vine Hat」"
"Equip_Name_60005","「Orohat」"
"Equip_Name_60006","「Evil Hat」"
"Equip_Name_60007","「Crimson Hat」"
"Equip_Name_60008","「Hard Bamboo Hat」"
"Equip_Name_60009","「Green Cloud Hat」"
"Equip_Name_60010","「Treasure Hat」"
"Equip_Name_60100","「Flying fish hat」"
"Equip_Name_60200","「Chi Fan Raisuka」"
"Equip_Name_60900","「Harmony」"
"Equip_Name_60901","「Purple Chi From East」"
"Equip_Name_60902","「Wisdomness」"
"Equip_Name_60903","「Xuanwu」"
"Equip_Name_60904","「Divine Hat」"
"Equip_Name_60800","「Huanmos Diadem」"
"Equip_Name_61001","「Green Coat」"
"Equip_Name_61002","「Hawk Gown」"
"Equip_Name_61003","「Green Silk Gown」"
"Equip_Name_61004","「Vine Gown」"
"Equip_Name_61005","「Orogown」"
"Equip_Name_61006","「Evil Gown」"
"Equip_Name_61007","「Crimson Coat」"
"Equip_Name_61008","「Traveler’s Gown」"
"Equip_Name_61009","「Black Armor」"
"Equip_Name_61010","「Green Cloud Gown」"
"Equip_Name_61011","「Treasure Coat」"
"Equip_Name_61100","「Flying fish clothing」"
"Equip_Name_61200","「Crow shadow iron scales」"
"Equip_Name_61900","「Soft Armor」"
"Equip_Name_61901","「Crimson Alligator」"
"Equip_Name_61902","「Soaring Cloud」"
"Equip_Name_61903","「Divine Silk Gown」"
"Equip_Name_61904","「Golden Archaea Spider」"
"Equip_Name_61800","「Huanmos Robes」"
"Equip_Name_62001","「Green Pants」"
"Equip_Name_62002","「Hawk Pants」"
"Equip_Name_62003","「Green Silk Pants」"
"Equip_Name_62004","「Vine Pants」"
"Equip_Name_62005","「Oropants」"
"Equip_Name_62006","「Evil Pants」"
"Equip_Name_62007","「Crimson Pants」"
"Equip_Name_62008","「Traveler’s Pants」"
"Equip_Name_62009","「Black Chausses」"
"Equip_Name_62010","「Green Cloud Pants」"
"Equip_Name_62011","「Treasure Pants」"
"Equip_Name_62100","「Flying fish pants」"
"Equip_Name_62200","「Yingying Buyun」"
"Equip_Name_62900","「Walk In Divinity」"
"Equip_Name_62901","「Spiritual Cat」"
"Equip_Name_62902","「Lame Rakshasa」"
"Equip_Name_62903","「Samadhi」"
"Equip_Name_62800","「Huanmos Pants」"
"Equip_Name_63001","「Peach Wood Rod」"
"Equip_Name_63002","「Greatsword」"
"Equip_Name_63003","「Iron Saber」"
"Equip_Name_63004","「Mount Hua Sword」"
"Equip_Name_63005","「Evil Sword」"
"Equip_Name_63006","「Lunasword」"
"Equip_Name_63007","「Zephyr Sword」"
"Equip_Name_63008","「Brow Cane」"
"Equip_Name_63009","「Cast Iron Cane」"
"Equip_Name_63010","「Slaying Cane」"
"Equip_Name_63011","「Vine Staff」"
"Equip_Name_63012","「Emerald Staff」"
"Equip_Name_63013","「Jade Bamboo Staff」"
"Equip_Name_63014","「Bonebreaker Mace」"
"Equip_Name_63015","「Skullcrusher Mace」"
"Equip_Name_63016","「Wolfang Mace」"
"Equip_Name_63100","「Embroidery」"
"Equip_Name_63200","「Under the moon, a cold awn shines」"
"Equip_Name_63201","「Ten steps, one kill」"
"Equip_Name_63900","「Dragon Conqueror」"
"Equip_Name_63901","「Bagua Saber」"
"Equip_Name_63902","「Lihe Sword」"
"Equip_Name_63903","「Fire Slayer」"
"Equip_Name_63904","「Snow Slayer」"
"Equip_Name_63905","「Tai'e」"
"Equip_Name_63906","「Purple Bamboo」"
"Equip_Name_64001","「Peach Wood Dart」"
"Equip_Name_64002","「Coin Dart」"
"Equip_Name_64003","「Iron Dart」"
"Equip_Name_64004","「Iron Fork」"
"Equip_Name_64005","「Iron Arrow」"
"Equip_Name_64006","「Iron Thorn」"
"Equip_Name_64007","「Plum Bloom Needle」"
"Equip_Name_64100","「Ecstasy」"
"Equip_Name_64200","「Zi Mu Mandarin Duck Sting」"
"Equip_Name_64201","「Eighth grade lotus flower」"
"Equip_Name_64900","「Jade Sting」"
"Equip_Name_64901","「Cloudcracker」"
"Equip_Name_64902","「Thundercracker」"
"Equip_Name_64903","「Stormcracker」"
"Equip_Name_64904","「Arrow of Joy」"
"Equip_Name_64905","「Lotus of Sorrow」"
"Prop_max_zhenqi","Max Chi"
"Prop_Desc_Minus"," -"
"Prop_Desc_Add"," +"
"Prop_Desc_100","Max Vigor"
"Prop_Desc_101","Max Load"
"Prop_Desc_102","Palm ATK"
"Prop_Desc_103","Fist ATK"
"Prop_Desc_104","Kick ATK"
"Prop_Desc_105","Weapon ATK"
"Prop_Desc_106","Concealed Weapon ATK"
"Prop_Desc_107","Move ATK"
"Prop_Desc_116","Move Crit"
"Prop_Desc_117","Move Break"
